Standard Number,Standard Version,Standard Title,Standard Level,Standard Type,Assessment Type,Credits,Domain,Standard Status,Standard Version Status
998,5,Demonstrate understanding of landscape design principles,3,Unit,Internal,5,Landscape,Expired,Current
999,5,Prepare and present a landscape proposal,5,Unit,Internal,10,Landscape,Expired,Current
1000,5,Prepare a schedule of quantities for a landscape proposal,5,Unit,Internal,5,Landscape,Expired,Current
1001,5,Carry out primary site preparation for landscape work,3,Unit,Internal,3,Landscape,Expired,Current
1002,5,Set out landscape site and site features from drawings,4,Unit,Internal,6,Landscape,Expired,Current
1003,5,Contour site and excavate for features in landscape work,3,Unit,Internal,4,Landscape,Expired,Current
1004,5,Lay base and establish edgings for hard surfaces in landscaping,4,Unit,Internal,4,Landscape,Expired,Current
1005,5,Lay concrete and segmental pavers as hard surfaces in landscaping,4,Unit,Internal,6,Landscape,Expired,Current
1006,7,"Lay natural stone, slate or tiles as hard surfaces in landscape work",4,Unit,Internal,6,Landscape,Expired,Current
1007,1,Lay sundry materials as hard surfaces in landscaping,4,Unit,Internal,6,Hard Landscape,Expired,Current
1008,5,Use freehand drawing as a communication tool in landscaping,4,Unit,Internal,5,Landscape,Expired,Current
1009,5,Select timber for landscape features,2,Unit,Internal,2,Landscape,Expired,Current
1010,5,Define brick and block features in landscape work,3,Unit,Internal,3,Landscape,Expired,Current
1011,7,Construct brick and block features in landscape work,4,Unit,Internal,8,Landscape,Expired,Current
1012,5,Define reinforced concrete requirements for use in landscape work,3,Unit,Internal,3,Landscape,Expired,Current
1013,5,Construct reinforced concrete features in landscape work,4,Unit,Internal,8,Landscape,Expired,Current
1014,5,Define the requirements of stone features in landscape work,3,Unit,Internal,3,Landscape,Expired,Current
1015,7,Construct stone features in landscape work,4,Unit,Internal,10,Landscape,Expired,Current
1016,7,"Describe metals, and construct and install metal features for landscape work",4,Unit,Internal,5,Landscape,Registered,Current
1017,5,Construct landscape features using proprietary features,4,Unit,Internal,5,Landscape,Expired,Current
1018,7,Install rocks as features for landscape work,4,Unit,Internal,5,Landscape,Registered,Current
1019,1,Construct water features in landscape work,5,Unit,Internal,6,Hard Landscape,Expired,Current
1020,7,Install an irrigation system for landscape work,4,Unit,Internal,5,Landscape,Registered,Current
1021,5,Draught working drawings for landscaping,3,Unit,Internal,5,Landscape,Expired,Current
1022,5,"Select and plant trees, shrubs and climbers in landscape work",4,Unit,Internal,5,Landscape,Expired,Current
1023,5,"Select and plant annuals, perennials and bulbs in landscape work",4,Unit,Internal,5,Landscape,Expired,Current
1024,5,Develop defined term maintenance programmes for elements of soft landscape work,4,Unit,Internal,5,Landscape,Expired,Current
1025,7,Describe and install landscape lighting and lighting units for landscape work,4,Unit,Internal,5,Landscape,Registered,Current
1026,6,Demonstrate knowledge of the history and traditions of landscaping,3,Unit,Internal,6,Landscape,Expired,Current
1027,5,Demonstrate knowledge of the development of the New Zealand landscape,2,Unit,Internal,3,Landscape,Expired,Current
1028,5,Investigate landscape work and prepare site analysis,4,Unit,Internal,6,Landscape,Expired,Current
1029,5,Investigate a specialised landscape project,5,Unit,Internal,10,Landscape,Expired,Current
1030,1,"Record, edit and relay interviews and programme material for radio broadcast",4,Unit,Internal,5,Radio Journalism,Expired,Current
1031,9,Demonstrate knowledge of the signmaking industry in New Zealand,2,Unit,Internal,8,Signmaking,Expired,Current
1032,9,Demonstrate safe working practices in signmaking,2,Unit,Internal,3,Signmaking,Expired,Current
1033,9,Prepare surfaces and apply coatings for signmaking,2,Unit,Internal,15,Signmaking,Expired,Current
1034,9,Design layouts for signs,2,Unit,Internal,20,Signmaking,Expired,Current
1035,9,"Draw, layout, and paint-in letters",2,Unit,Internal,40,Signmaking,Expired,Current
1036,10,Embellish letters,3,Unit,Internal,20,Signmaking,Expired,Current
1037,7,Produce a sign to a client brief using screen printing,3,Unit,Internal,15,Signmaking,Expired,Current
1038,10,Demonstrate safe working practices in the use of high level access equipment for signmaking work,3,Unit,Internal,3,Signmaking,Expired,Current
1039,10,Design and produce a visual presentation to client specifications,4,Unit,Internal,15,Signmaking,Expired,Current
1040,10,Produce scaled artwork and transfer full size to prepared surface,3,Unit,Internal,3,Signmaking,Expired,Current
1041,10,Render artwork to prepared surface,3,Unit,Internal,10,Signmaking,Expired,Current
1042,10,"Prepare, cut out, and install dimensional signage",3,Unit,Internal,10,Signmaking,Expired,Current
1043,10,Produce computer generated vinyl layouts and graphics for signmaking,3,Unit,Internal,10,Signmaking,Expired,Current
1044,10,Produce computer generated images for vinyl graphics by digitising,3,Unit,Internal,3,Signmaking,Expired,Current
1045,11,Produce images for vinyl graphics by scanning,3,Unit,Internal,2,Signmaking,Expired,Current
1046,9,Apply vinyl graphics to smooth and non-smooth surfaces,2,Unit,Internal,5,Signmaking,Expired,Current
1047,10,Hand paint letters and graphics,3,Unit,Internal,40,Signmaking,Expired,Current
1048,10,Embellish signs,3,Unit,Internal,5,Signmaking,Expired,Current
1049,10,Survey a site for installation of a sign,4,Unit,Internal,3,Signmaking,Expired,Current
1050,10,Produce an illuminated sign,3,Unit,Internal,15,Signmaking,Expired,Current
1051,10,Complete glass and electrical work for a neon sign,4,Unit,Internal,40,Signmaking,Expired,Current
1052,10,Burn in the gas and complete a neon sign,4,Unit,Internal,30,Signmaking,Expired,Current
1053,9,Construct a sign,2,Unit,Internal,5,Signmaking,Expired,Current
1054,9,Oversee delivery of a sign,2,Unit,Internal,2,Signmaking,Expired,Current
1055,10,Install a non-electrical sign,3,Unit,Internal,5,Signmaking,Expired,Current
1056,10,Assemble and test electrical sign components and circuits,4,Unit,Internal,10,Signmaking,Expired,Current
1057,10,Install neon or illuminated signs,4,Unit,Internal,10,Signmaking,Expired,Current
1058,10,"Construct, set up, and remove a three dimensional display or exhibit",4,Unit,Internal,20,Signmaking,Expired,Current
1059,10,Gild with metal leaf,4,Unit,Internal,15,Signmaking,Expired,Current
1060,10,Produce examples of calligraphy,4,Unit,Internal,15,Signmaking,Expired,Current
1061,10,Create special effects using an airbrush and spray gun,3,Unit,Internal,20,Signmaking,Expired,Current
1062,4,Select and harvest individual pieces of produce,3,Unit,Internal,3,Production Horticulture,Expired,Current
1063,6,Simulate natural marble patterns in decorative painting work,4,Unit,Internal,5,Decorating,Expired,Current
1064,6,Apply waterproofing coatings and membranes,4,Unit,Internal,5,Specialised Coatings,Expired,Current
1065,7,"Demonstrate knowledge of the components, properties, and possible defects of industrial surface coatings",3,Unit,Internal,5,Painting and Decorating,Registered,Current
1066,7,"Demonstrate knowledge of the components, properties, and possible defects of specialised surface coatings",3,Unit,Internal,5,Painting and Decorating,Registered,Current
1067,6,"Describe the components, properties, and possible defects of residential surface coatings",4,Unit,Internal,14,Decorating,Expired,Current
1068,7,Prepare colour schemes,4,Unit,Internal,7,Painting,Expired,Current
1069,6,Apply texture coating systems to building surfaces,4,Unit,Internal,5,Specialised Coatings,Expired,Current
1070,6,"Bleach and blonde timber, make and use stencils, and form bands or lines on surfaces",4,Unit,Internal,4,Decorating,Expired,Current
1071,7,"Describe, select, use, and maintain paint rollers",2,Unit,Internal,8,Painting,Expired,Current
1072,4,"Prepare building surfaces by burning off, liquid strippers and waterblasting",4,Unit,Internal,4,Decorating,Expired,Current
1073,6,"Describe, select, use, and maintain paint brushes",2,Unit,Internal,8,Painting,Expired,Current
1074,6,Apply floor coatings and screeds,4,Unit,Internal,5,Painting and Decorating,Registered,Current
1075,6,Prepare for hanging wallpapers and friezes,3,Unit,Internal,3,Decorating,Expired,Current
1076,6,Hang wallpapers and friezes,4,Unit,Internal,8,Decorating,Expired,Current
1077,6,Hang specialised wallcoverings,4,Unit,Internal,10,Decorating,Expired,Current
1078,6,Hang vinyl wallcoverings,4,Unit,Internal,8,Decorating,Expired,Current
1079,7,Apply surface coatings to new and previously coated timber and reconstituted wood surfaces,3,Unit,Internal,11,Painting,Expired,Current
1080,7,Apply surface coatings to new and previously coated cement and plaster surfaces,3,Unit,Internal,9,Painting,Expired,Current
1081,6,Apply surface coatings to new and previously coated metal surfaces,3,Unit,Internal,6,Industrial Coatings,Expired,Current
1082,7,Produce broken colour and multicolour effects and blend colours on building surfaces,4,Unit,Internal,9,Painting,Expired,Current
1083,1,Clean food processing equipment,2,Unit,Internal,4,Food Processing - Cleaning,Expired,Current
1084,5,Implement a food and/or related product processing plant cleaning programme,4,Unit,Internal,6,Food and Related Product Processing - Cleaning,Expired,Current
1085,1,Pack food product,2,Unit,Internal,5,Food and Related Product Processing - Cleaning,Expired,Current
1086,1,Set up and fix faults in the food packaging process,3,Unit,Internal,6,Food Packaging,Expired,Current
1087,1,Grade food products,2,Unit,Internal,4,Food Quality,Expired,Current
1088,5,Monitor the implementation of a food and/or related product processing production line quality system,4,Unit,Internal,7,Food and Related Product Quality,Expired,Current
1089,1,Apply quality control practices on food production line,2,Unit,Internal,3,Food Quality,Expired,Current
1090,1,Operate food product identification process,2,Unit,Internal,4,Food Packaging,Expired,Current
1091,1,Handle chemicals safely in the food processing industry,2,Unit,Internal,4,Food Processing - Workplace Health and Safety,Expired,Current
1092,5,Implement a food or related product processing workplace safety programme,4,Unit,Internal,5,Food and Related Product Processing - Safety and Health,Expired,Current
1093,1,Apply safe practices in the food processing workplace,2,Unit,Internal,4,Food Processing - Workplace Health and Safety,Expired,Current
1094,1,Conduct a quality system audit in the food processing industry,4,Unit,Internal,8,Food Quality,Expired,Current
1095,5,Develop a food and/or related product processing production line quality system,4,Unit,Internal,4,Food and Related Product Quality,Expired,Current
1096,5,Explain the anatomy of the human lymphatic system for beauty services,5,Unit,Internal,2,Beauty Therapy,Expired,Current
1097,2,Perform an electrical epilation for beauty therapy as an independent operator,5,Unit,Internal,30,Beauty Therapy,Expired,Current
1098,6,Perform cervical screening and cervical smear taking,6,Unit,Internal,7,Cervical Screening,Expired,Current
1099,6,"Excavate and trench for plumbing, gasfitting, or drainlaying",3,Unit,Internal,9,"Core Plumbing, Gasfitting, and Drainlaying",Expired,Current
1100,6,Install surface water intake and outfall structures,4,Unit,Internal,2,Drainlaying,Expired,Current
1101,6,Install domestic waste interceptor traps,3,Unit,Internal,3,Drainlaying,Expired,Current
1102,6,Install trade waste interceptor traps,3,Unit,Internal,4,Drainlaying,Expired,Current
1104,6,Install sub-soil drainage,3,Unit,Internal,4,Drainlaying,Expired,Current
1106,5,Perform drain maintenance,3,Unit,Internal,5,Drainlaying,Registered,Current
1107,6,"Demonstrate knowledge of retention and detention tank installation, commissioning, and maintenance",4,Unit,Internal,4,Drainlaying,Expired,Current
1108,6,Install and maintain sumps,3,Unit,Internal,4,Drainlaying,Expired,Current
1109,6,"Install surface water collection systems, and demonstrate knowledge of their maintenance",3,Unit,Internal,4,Drainlaying,Expired,Current
1110,4,Install effluent disposal systems,3,Unit,Internal,6,Drainlaying,Expired,Current
1111,4,"Install effluent distribution box, pump and chamber",3,Unit,Internal,2,Drainlaying,Expired,Current
1112,6,"Install and commission septic tanks, and explain maintenance of septic tanks",4,Unit,Internal,6,Drainlaying,Expired,Current
1114,6,Install drains,4,Unit,Internal,8,Drainlaying,Expired,Current
1115,6,Demonstrate knowledge of drain access points,4,Unit,Internal,2,Drainlaying,Expired,Current
1116,6,Install wet and dry inspection chambers,3,Unit,Internal,4,Drainlaying,Expired,Current
1117,6,Install thrust/anchor and anti-scour blocks,3,Unit,Internal,2,Drainlaying,Expired,Current
1118,6,Install sewage pump stations,4,Unit,Internal,4,Drainlaying,Expired,Current
1120,6,Identify and describe hand tools and checking equipment for drainlaying,2,Unit,Internal,2,Drainlaying,Expired,Current
